country,animal,element,year,value
Low Income Food Deficit Countries,Sheep,Export Quantity,2012,7077235
Low Income Food Deficit Countries,Sheep,Export Quantity,2013,7569734
Net Food Importing Developing Countries,Cattle,Import Quantity,1979,1058018
Net Food Importing Developing Countries,Cattle,Import Quantity,2009,1113191
Net Food Importing Developing Countries,Cattle,Import Quantity,2010,1599145
Net Food Importing Developing Countries,Cattle,Import Quantity,2011,1311693
Net Food Importing Developing Countries,Cattle,Import Quantity,2012,1649940
Net Food Importing Developing Countries,Cattle,Import Quantity,2013,2217707
Net Food Importing Developing Countries,Cattle,Export Quantity,1961,1354565
Net Food Importing Developing Countries,Cattle,Export Quantity,1962,1311599
Net Food Importing Developing Countries,Cattle,Export Quantity,1963,1363431
Net Food Importing Developing Countries,Cattle,Export Quantity,1964,1306852
Net Food Importing Developing Countries,Cattle,Export Quantity,1965,1266022
Net Food Importing Developing Countries,Cattle,Export Quantity,1966,1284287
Net Food Importing Developing Countries,Cattle,Export Quantity,1967,1291652
Net Food Importing Developing Countries,Cattle,Export Quantity,1968,1318043
Net Food Importing Developing Countries,Cattle,Export Quantity,1969,1333963
Net Food Importing Developing Countries,Cattle,Export Quantity,1970,1381879
Net Food Importing Developing Countries,Cattle,Export Quantity,1971,1380555
Net Food Importing Developing Countries,Cattle,Export Quantity,1972,1589019
Net Food Importing Developing Countries,Cattle,Export Quantity,1973,1473088
Net Food Importing Developing Countries,Cattle,Export Quantity,1974,1273723
Net Food Importing Developing Countries,Cattle,Export Quantity,1975,1056738
Net Food Importing Developing Countries,Cattle,Export Quantity,1976,1164199
Net Food Importing Developing Countries,Cattle,Export Quantity,1977,1173365
Net Food Importing Developing Countries,Cattle,Export Quantity,1978,1293742
Net Food Importing Developing Countries,Cattle,Export Quantity,1979,1405398
Net Food Importing Developing Countries,Cattle,Export Quantity,1980,1499637
Net Food Importing Developing Countries,Cattle,Export Quantity,1981,1652980
Net Food Importing Developing Countries,Cattle,Export Quantity,1982,1502715
Net Food Importing Developing Countries,Cattle,Export Quantity,1983,1255404
Net Food Importing Developing Countries,Cattle,Export Quantity,1984,1166870
Net Food Importing Developing Countries,Cattle,Export Quantity,1994,1092691
Net Food Importing Developing Countries,Cattle,Export Quantity,1995,1039661
Net Food Importing Developing Countries,Cattle,Export Quantity,1996,1166019
Net Food Importing Developing Countries,Cattle,Export Quantity,1999,1020239
Net Food Importing Developing Countries,Cattle,Export Quantity,2000,1046340
Net Food Importing Developing Countries,Cattle,Export Quantity,2001,1087597
Net Food Importing Developing Countries,Cattle,Export Quantity,2004,1082889
Net Food Importing Developing Countries,Cattle,Export Quantity,2005,1045304
Net Food Importing Developing Countries,Cattle,Export Quantity,2006,1085943
Net Food Importing Developing Countries,Cattle,Export Quantity,2008,1065143
Net Food Importing Developing Countries,Cattle,Export Quantity,2010,1189122
Net Food Importing Developing Countries,Cattle,Export Quantity,2011,1179640
Net Food Importing Developing Countries,Cattle,Export Quantity,2012,1206918
Net Food Importing Developing Countries,Cattle,Export Quantity,2013,1831309
Net Food Importing Developing Countries,Sheep,Import Quantity,1962,1162318
Net Food Importing Developing Countries,Sheep,Import Quantity,1963,1107069
Net Food Importing Developing Countries,Sheep,Import Quantity,1964,1194779
Net Food Importing Developing Countries,Sheep,Import Quantity,1965,1174506
Net Food Importing Developing Countries,Sheep,Import Quantity,1966,1083662
Net Food Importing Developing Countries,Sheep,Import Quantity,1969,1022017
Net Food Importing Developing Countries,Sheep,Import Quantity,1980,1239186
Net Food Importing Developing Countries,Sheep,Import Quantity,1981,1238566
Net Food Importing Developing Countries,Sheep,Import Quantity,1982,1258635
Net Food Importing Developing Countries,Sheep,Import Quantity,1983,1692962
Net Food Importing Developing Countries,Sheep,Import Quantity,1984,1137932
Net Food Importing Developing Countries,Sheep,Import Quantity,1985,1192940
Net Food Importing Developing Countries,Sheep,Import Quantity,1991,1823152
Net Food Importing Developing Countries,Sheep,Import Quantity,1992,1541756
Net Food Importing Developing Countries,Sheep,Import Quantity,1993,1451476
Net Food Importing Developing Countries,Sheep,Import Quantity,1994,1098664
Net Food Importing Developing Countries,Sheep,Import Quantity,1995,1247244
Net Food Importing Developing Countries,Sheep,Import Quantity,1996,1062548
Net Food Importing Developing Countries,Sheep,Import Quantity,1997,1179359
Net Food Importing Developing Countries,Sheep,Import Quantity,1998,1404192
Net Food Importing Developing Countries,Sheep,Import Quantity,1999,1877115
Net Food Importing Developing Countries,Sheep,Import Quantity,2000,1718683
Net Food Importing Developing Countries,Sheep,Import Quantity,2001,1488744
Net Food Importing Developing Countries,Sheep,Import Quantity,2002,1775337
Net Food Importing Developing Countries,Sheep,Import Quantity,2003,1893003
Net Food Importing Developing Countries,Sheep,Import Quantity,2004,1424224
Net Food Importing Developing Countries,Sheep,Import Quantity,2005,1190845
Net Food Importing Developing Countries,Sheep,Import Quantity,2006,1501978
Net Food Importing Developing Countries,Sheep,Import Quantity,2007,1208909
Net Food Importing Developing Countries,Sheep,Import Quantity,2008,1380832
Net Food Importing Developing Countries,Sheep,Import Quantity,2009,1509395
Net Food Importing Developing Countries,Sheep,Import Quantity,2010,1719696
Net Food Importing Developing Countries,Sheep,Import Quantity,2011,1690599
